influenza_num,ave_C,min_C,max_C,ave_ws,ave_rh,ave_hpa,daily_precipitation,SO2,NO2,CO,PM2_5,PM10,O38h,AQI,month,day,week
0.43494897959183665,0.16981132075471697,0.18867924528301888,0.19777777777777777,0.40506329113924056,0.24390243902439024,0.4605009633911372,0.0,0.4294117647058823,0.4409448818897638,0.023547639654450926,0.1507537688442211,0.18887638959237402,0.11494252873563218,0.21443736730360935,0.0,0.0,0.16666666666666666
0.5701530612244897,0.10141509433962265,0.19339622641509435,0.1,0.3417721518987342,0.17073170731707316,0.7206165703275538,0.0,0.3823529411764706,0.1732283464566929,0.013015669411307456,0.08207705192629816,0.1191551107316701,0.10727969348659003,0.12314225053078555,0.0,0.03333333333333333,0.33333333333333337
0.4005102040816326,0.03537735849056603,0.11320754716981132,0.0,0.40506329113924056,0.07317073170731708,0.8304431599229254,0.0,0.27058823529411763,0.12598425196850394,0.011739889510720492,0.04355108877721943,0.06514566936070225,0.1532567049808429,0.06369426751592357,0.0,0.06666666666666668,0.5
0.4362244897959183,0.023584905660377353,0.0849056603773585,0.0022222222222222227,0.2784810126582279,0.14634146341463417,0.6473988439306346,0.0,0.8176470588235294,0.30708661417322836,0.024484116389988167,0.18090452261306533,0.17807450131818045,0.06513409961685823,0.2632696390658174,0.0,0.1,0.6666666666666666
0.27423469387755095,0.061320754716981146,0.08962264150943397,0.09333333333333334,0.11392405063291139,0.2926829268292683,0.6030828516377653,0.0,0.9823529411764705,0.5669291338582677,0.03812410362498712,0.34003350083752093,0.28903935358944166,0.07279693486590039,0.49469214437367304,0.0,0.13333333333333333,0.8333333333333334
0.39030612244897955,0.0589622641509434,0.08254716981132076,0.057777777777777775,0.08860759493670886,0.45121951219512196,0.5857418111753354,0.0,0.6941176470588235,0.6771653543307086,0.04894108852677236,0.5025125628140704,0.4049141550762454,0.06130268199233716,0.7006369426751592,0.0,0.16666666666666669,0.9999999999999999
0.506377551020408,0.14386792452830188,0.15801886792452832,0.18444444444444444,0.10126582278481014,0.3658536585365854,0.5144508670520231,0.0,0.7235294117647059,0.7480314960629921,0.051221205795906506,0.5108877721943049,0.4088421144486794,0.07279693486590039,0.7112526539278131,0.0,0.2,0.0
0.4693877551020408,0.13679245283018868,0.18160377358490568,0.14,0.08860759493670886,0.4268292682926829,0.606936416184972,0.0,0.7294117647058823,0.6377952755905512,0.047923179031623186,0.5108877721943049,0.4137520636642219,0.08812260536398467,0.7112526539278131,0.0,0.23333333333333334,0.16666666666666666
0.5076530612244897,0.10849056603773585,0.125,0.1288888888888889,0.2658227848101266,0.2926829268292683,0.606936416184972,0.0,0.6529411764705881,0.44881889763779526,0.0340660377709924,0.2864321608040201,0.272345526256597,0.12260536398467431,0.4267515923566879,0.0,0.26666666666666666,0.33333333333333337
0.4451530612244897,0.10141509433962265,0.09433962264150944,0.15333333333333332,0.08860759493670886,0.40243902439024387,0.5510597302504792,0.0,0.8999999999999999,0.7401574803149606,0.04170714504791222,0.45226130653266333,0.3931302769589433,0.07662835249042146,0.6369426751592356,0.0,0.3,0.5
0.4464285714285714,0.20047169811320753,0.1556603773584906,0.30444444444444446,0.24050632911392408,0.2682926829268293,0.5761078998073224,0.0,0.6176470588235293,0.5669291338582677,0.03690261223080811,0.3065326633165829,0.2988592520205267,0.1839080459770115,0.45222929936305734,0.0,0.3333333333333333,0.6666666666666666
0.3303571428571428,0.14150943396226415,0.11084905660377359,0.21111111111111114,0.13924050632911392,0.2804878048780488,0.4816955684007702,0.0,0.8588235294117647,0.6141732283464567,0.040390648767519285,0.3433835845896147,0.3283189473137819,0.09578544061302682,0.4989384288747346,0.0,0.3666666666666667,0.8333333333333334
0.3482142857142857,0.16037735849056603,0.12264150943396229,0.24444444444444446,0.10126582278481014,0.3658536585365854,0.4566473988439306,0.0,0.7294117647058823,0.7086614173228346,0.05218482678464773,0.49413735343383586,0.41080609413489644,0.09195402298850575,0.6900212314225053,0.0,0.4,0.9999999999999999
0.6173469387755102,0.15330188679245282,0.12028301886792453,0.18666666666666668,0.189873417721519,0.4146341463414634,0.5028901734104032,0.0,0.8823529411764706,0.7716535433070866,0.05728794638699559,0.6348408710217756,0.5090050784457469,0.08812260536398467,0.8428874734607219,0.0,0.43333333333333335,0.0
0.5369897959183673,0.2783018867924528,0.2806603773584906,0.3022222222222222,0.2278481012658228,0.23170731707317072,0.5452793834296727,0.0,0.5941176470588235,0.31496062992125984,0.023194764362799214,0.12227805695142378,0.23895787159090784,0.19923371647509577,0.2526539278131635,0.0,0.4666666666666667,0.16666666666666666
0.4336734693877551,0.22169811320754718,0.23113207547169812,0.2866666666666667,0.13924050632911392,0.2682926829268293,0.6050096339113686,0.0,0.6235294117647058,0.4803149606299212,0.03976633094382779,0.23283082077051925,0.28216542468768213,0.14942528735632182,0.3588110403397028,0.0,0.5,0.33333333333333337
0.3877551020408163,0.18160377358490565,0.20518867924528306,0.19111111111111112,0.3544303797468355,0.2804878048780488,0.7109826589595372,0.0,0.7235294117647059,0.4881889763779528,0.039101296740330325,0.25963149078726966,0.27136353641348854,0.13793103448275862,0.39278131634819535,0.0,0.5333333333333333,0.5
0.5216836734693877,0.14150943396226415,0.16509433962264153,0.16666666666666669,0.20253164556962025,0.4146341463414634,0.5838150289017321,0.0,0.9999999999999999,0.7007874015748031,0.05451923256018983,0.41708542713567837,0.3744724699398817,0.09961685823754787,0.5923566878980892,0.0,0.5666666666666667,0.6666666666666666
0.3533163265306122,0.11320754716981132,0.15801886792452832,0.08888888888888889,0.13924050632911392,0.524390243902439,0.441233140655104,0.0,0.9941176470588234,0.7716535433070866,0.07016789453228316,0.6381909547738694,0.5021311495439874,0.06896551724137931,0.8450106157112527,0.0,0.6,0.8333333333333334
0.32780612244897955,0.16273584905660377,0.23820754716981135,0.14,0.08860759493670886,0.8292682926829269,0.5587668593448925,0.015789473684210527,0.5588235294117646,0.5196850393700787,0.05207624977183182,0.46063651591289784,0.3626885918225796,0.10727969348659003,0.6475583864118896,0.0,0.6333333333333333,0.9999999999999999
0.5280612244897959,0.22169811320754718,0.24292452830188682,0.23555555555555557,0.17721518987341772,0.475609756097561,0.6088631984585717,0.0,0.4411764705882353,0.2834645669291338,0.024076952591928498,0.09715242881072027,0.10442526308504249,0.22988505747126436,0.1295116772823779,0.0,0.6666666666666666,0.0
0.5637755102040816,0.22405660377358488,0.25,0.24888888888888888,0.21518987341772153,0.5365853658536586,0.5722543352601157,0.0,0.5176470588235293,0.40157480314960625,0.03376745098574865,0.20938023450586263,0.18298445053372298,0.19157088122605362,0.31634819532908703,0.0,0.7,0.16666666666666666
0.5650510204081632,0.20283018867924527,0.18160377358490568,0.2777777777777778,0.11392405063291139,0.5731707317073171,0.4605009633911372,0.0,0.5588235294117646,0.6141732283464567,0.042494328390827577,0.3417085427135678,0.2792194551583566,0.14176245210727967,0.5180467091295117,0.0,0.7333333333333333,0.33333333333333337
0.4630102040816326,0.27594339622641506,0.29716981132075476,0.28,0.20253164556962025,0.07317073170731708,0.6030828516377653,0.0,0.32941176470588235,0.25984251968503935,0.02274688418493357,0.05527638190954774,0.10246128339882549,0.27203065134099613,0.10403397027600848,0.0,0.7666666666666667,0.5
0.4336734693877551,0.2570754716981132,0.16745283018867924,0.35333333333333333,0.32911392405063294,0.1951219512195122,0.4951830443159899,0.0,0.4411764705882353,0.39370078740157477,0.03535538979818136,0.1541038525963149,0.16334465367155288,0.19923371647509577,0.2208067940552017,0.0,0.8,0.6666666666666666
0.24489795918367344,0.29481132075471694,0.2641509433962264,0.3666666666666667,0.20253164556962025,0.20731707317073172,0.5240847784200362,0.0,0.6529411764705881,0.49606299212598426,0.04041779302072326,0.19765494137353434,0.19182235912169954,0.16858237547892718,0.2951167728237792,0.0,0.8333333333333334,0.8333333333333334
0.26658163265306123,0.2358490566037736,0.20518867924528306,0.29333333333333333,0.10126582278481014,0.2926829268292683,0.5626204238920991,0.0,0.7705882352941176,0.6220472440944882,0.04755673161336948,0.2747068676716918,0.262525627825512,0.11877394636015323,0.4118895966029724,0.0,0.8666666666666667,0.9999999999999999
0.5446428571428571,0.24528301886792453,0.23820754716981135,0.29777777777777775,0.06329113924050633,0.32926829268292684,0.4566473988439306,0.0,0.9529411764705882,0.5748031496062992,0.056283609018448415,0.3953098827470687,0.3067151707653948,0.09961685823754787,0.564755838641189,0.0,0.9,0.0
0.42602040816326525,0.2523584905660377,0.2028301886792453,0.3355555555555556,0.25316455696202533,0.39024390243902446,0.45279383429672393,0.0,0.6941176470588235,0.5669291338582677,0.05914732773146809,0.47906197654941374,0.36563456135190514,0.16858237547892718,0.6709129511677282,0.0,0.9333333333333333,0.16666666666666666
0.4630102040816326,0.2830188679245283,0.30424528301886794,0.2888888888888889,0.24050632911392408,0.475609756097561,0.41425818882466103,0.0,0.8999999999999999,0.6614173228346456,0.05859087054078654,0.5862646566164155,0.45303165738856216,0.11877394636015323,0.8004246284501062,0.0,0.9666666666666667,0.33333333333333337
0.4158163265306122,0.2641509433962264,0.2783018867924529,0.29777777777777775,0.32911392405063294,0.7317073170731707,0.41425818882466103,0.0,0.5176470588235293,0.5039370078740157,0.05318916415319492,0.4824120603015075,0.3597426222932541,0.10727969348659003,0.6751592356687898,0.0,0.9999999999999999,0.5
0.31377551020408156,0.2570754716981132,0.25235849056603776,0.29555555555555557,0.16455696202531647,0.6829268292682926,0.5260115606936395,0.0,0.5764705882352941,0.5905511811023622,0.0662998384507163,0.6231155778894473,0.46088757613343023,0.07662835249042146,0.832271762208068,0.09090909090909091,0.0,0.6666666666666666
0.2627551020408163,0.2382075471698113,0.25471698113207547,0.21555555555555556,0.21518987341772153,0.6829268292682926,0.5452793834296727,0.0,0.48823529411764705,0.5118110236220472,0.06335468697808468,0.5041876046901173,0.37349048009677316,0.08429118773946359,0.70276008492569,0.09090909090909091,0.03333333333333333,0.8333333333333334
0.2423469387755102,0.22169811320754718,0.294811320754717,0.2,0.189873417721519,0.8658536585365855,0.3969171483622347,0.09649122807017543,0.3235294117647059,0.36220472440944884,0.052659851215717354,0.2948073701842546,0.20655220676832714,0.08045977011494251,0.43736730360934184,0.09090909090909091,0.06666666666666668,0.9999999999999999
0.4604591836734693,0.20283018867924527,0.294811320754717,0.13333333333333333,0.31645569620253167,0.9512195121951221,0.4585741811175339,0.0,0.29411764705882354,0.2992125984251969,0.051655513847170154,0.21608040201005024,0.16432664351466136,0.04980842911877394,0.32696390658174096,0.09090909090909091,0.1,0.0
0.27423469387755095,0.2547169811320754,0.2877358490566038,0.29333333333333333,0.2658227848101266,0.7317073170731707,0.5009633911367999,0.0,0.4647058823529412,0.3385826771653543,0.050814041997846844,0.1758793969849246,0.14174087712316574,0.14559386973180075,0.25477707006369427,0.09090909090909091,0.13333333333333333,0.16666666666666666
0.3928571428571428,0.2617924528301887,0.2735849056603774,0.26,0.17721518987341772,0.7804878048780488,0.4566473988439306,0.0,0.5411764705882353,0.4173228346456692,0.05985307831477151,0.4288107202680067,0.30376920123606926,0.08812260536398467,0.6072186836518046,0.09090909090909091,0.16666666666666669,0.33333333333333337
0.2181122448979592,0.21462264150943394,0.2641509433962264,0.21555555555555556,0.3417721518987342,0.7317073170731707,0.595375722543352,0.0,0.40588235294117647,0.2834645669291338,0.04667454338424019,0.23953098827470687,0.19084036927859105,0.1111111111111111,0.36730360934182593,0.09090909090909091,0.2,0.5
0.2818877551020408,0.14386792452830188,0.19103773584905662,0.14222222222222222,0.16455696202531647,0.8292682926829269,0.6840077071290942,0.028070175438596492,0.3764705882352941,0.2755905511811023,0.04203287608635996,0.19597989949748743,0.14370485680938275,0.12260536398467431,0.2908704883227176,0.09090909090909091,0.23333333333333334,0.6666666666666666
0.09438775510204081,0.205188679245283,0.25,0.2466666666666667,0.13924050632911392,0.8292682926829269,0.5202312138728331,0.0,0.6411764705882352,0.2992125984251969,0.04820819369026495,0.4204355108877722,0.2968952723343097,0.19157088122605362,0.5966029723991507,0.09090909090909091,0.26666666666666666,0.8333333333333334
0.15816326530612243,0.1981132075471698,0.2028301886792453,0.2377777777777778,0.16455696202531647,0.8048780487804879,0.43159922928709094,0.0,0.4411764705882353,0.2755905511811023,0.051601225340762204,0.8207705192629816,0.6062220729134891,0.24137931034482757,1.0,0.09090909090909091,0.3,0.9999999999999999
0.1951530612244898,0.15330188679245282,0.25471698113207547,0.18222222222222223,0.30379746835443044,0.902439024390244,0.6127167630057784,0.03508771929824561,0.2647058823529412,0.18897637795275593,0.047923179031623186,0.39028475711892796,0.2762734856290311,0.10727969348659003,0.5583864118895966,0.09090909090909091,0.3333333333333333,0.0
0.1556122448979592,0.20754716981132074,0.23820754716981135,0.23333333333333334,0.16455696202531647,0.6219512195121952,0.658959537572251,0.0,0.3058823529411765,0.1732283464566929,0.042887920062285256,0.19262981574539362,0.15843470445601032,0.2528735632183908,0.28450106157112526,0.09090909090909091,0.3666666666666667,0.16666666666666666
0.2283163265306122,0.21462264150943394,0.2287735849056604,0.24888888888888888,0.13924050632911392,0.4268292682926829,0.5028901734104032,0.0,0.6470588235294117,0.2755905511811023,0.04239932350461366,0.13902847571189278,0.12406505994721262,0.21455938697318006,0.19745222929936307,0.09090909090909091,0.4,0.33333333333333337
0.16709183673469388,0.27358490566037735,0.31839622641509435,0.2866666666666667,0.10126582278481014,0.4634146341463415,0.5125240847784163,0.0,0.4470588235294118,0.23622047244094488,0.045900932167926824,0.1641541038525963,0.14566883649559975,0.21839080459770113,0.2356687898089172,0.09090909090909091,0.43333333333333335,0.5
0.18112244897959182,0.2547169811320754,0.23349056603773588,0.30444444444444446,0.25316455696202533,0.4146341463414634,0.5067437379576099,0.0,0.29411764705882354,0.22047244094488186,0.04264362178344946,0.09212730318257957,0.11326317167301905,0.28735632183908044,0.13800424628450103,0.09090909090909091,0.4666666666666667,0.6666666666666666
0.086734693877551,0.2783018867924528,0.30188679245283023,0.2866666666666667,0.25316455696202533,0.5487804878048781,0.35645472061656847,0.0,0.48823529411764705,0.26771653543307083,0.05244269719008553,0.4137353433835846,0.2968952723343097,0.264367816091954,0.5881104033970276,0.09090909090909091,0.5,0.8333333333333334
0.18749999999999997,0.3113207547169811,0.36084905660377364,0.30000000000000004,0.11392405063291139,0.5121951219512195,0.37764932562620146,0.0,0.5176470588235293,0.3228346456692913,0.03729620390226579,0.36348408710217756,0.2831474145307906,0.18773946360153254,0.524416135881104,0.09090909090909091,0.5333333333333333,0.9999999999999999
